,Text,Type,Category,Description,Snomed_code,Meddra_code,pt_name,hlt_name,hlgt_name,soc_name,soc_abbrev
94,oropharyngeal lesion,DX_NAME,MEDICAL_CONDITION,Oropharyngeal (intended site),764786007,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
95,oropharyngeal lesion,DX_NAME,MEDICAL_CONDITION,Abrasion of oropharynx (disorder),110162001,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
96,oropharyngeal lesion,DX_NAME,MEDICAL_CONDITION,Lesion of esophagus (finding),300286002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
97,Lungs,SYSTEM_ORGAN_SITE,ANATOMY,Lung structure (body structure),39607008,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
98,Lungs,SYSTEM_ORGAN_SITE,ANATOMY,Both lungs (body structure),74101002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
99,Lungs,SYSTEM_ORGAN_SITE,ANATOMY,Left lung structure (body structure),44029006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
100,Lungs,SYSTEM_ORGAN_SITE,ANATOMY,Entire lung (body structure),181216001,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
101,Lungs,SYSTEM_ORGAN_SITE,ANATOMY,Structure of zone of lung (body structure),281391009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
102,HEENT,SYSTEM_ORGAN_SITE,ANATOMY,Head structure (body structure),69536005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
103,HEENT,SYSTEM_ORGAN_SITE,ANATOMY,"Review of systems, head, ear, eyes, nose and throat (procedure)",429031000124106,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
104,HEENT,SYSTEM_ORGAN_SITE,ANATOMY,Fetal head structure (body structure),54527006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
105,HEENT,SYSTEM_ORGAN_SITE,ANATOMY,Head part (body structure),123850002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
106,HEENT,SYSTEM_ORGAN_SITE,ANATOMY,Entire head (body structure),302548004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
107,Lungs,SYSTEM_ORGAN_SITE,ANATOMY,Lung structure (body structure),39607008,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
108,Lungs,SYSTEM_ORGAN_SITE,ANATOMY,Both lungs (body structure),74101002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
109,Lungs,SYSTEM_ORGAN_SITE,ANATOMY,Left lung structure (body structure),44029006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
110,Lungs,SYSTEM_ORGAN_SITE,ANATOMY,Entire lung (body structure),181216001,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
111,Lungs,SYSTEM_ORGAN_SITE,ANATOMY,Structure of zone of lung (body structure),281391009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
112,clear,DX_NAME,MEDICAL_CONDITION,Chest clear (finding),301708006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
113,clear,DX_NAME,MEDICAL_CONDITION,Clear (qualifier value),263707001,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
114,clear,DX_NAME,MEDICAL_CONDITION,Skin is clear (finding),769365007,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
115,clear,DX_NAME,MEDICAL_CONDITION,Sample clear (finding),281278005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
116,clear,DX_NAME,MEDICAL_CONDITION,Benign clear-cell neoplasm of lung (disorder),1010676005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
117,Heart,SYSTEM_ORGAN_SITE,ANATOMY,Heart structure (body structure),80891009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
118,Heart,SYSTEM_ORGAN_SITE,ANATOMY,Heart part (body structure),119202000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
119,Heart,SYSTEM_ORGAN_SITE,ANATOMY,Structure of apex of heart (body structure),13383001,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
120,Heart,SYSTEM_ORGAN_SITE,ANATOMY,Entire heart (body structure),302509004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
121,Heart,SYSTEM_ORGAN_SITE,ANATOMY,Structure of crux of heart (body structure),277706005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
122,Heart,SYSTEM_ORGAN_SITE,ANATOMY,Heart structure (body structure),80891009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
123,Heart,SYSTEM_ORGAN_SITE,ANATOMY,Heart part (body structure),119202000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
124,Heart,SYSTEM_ORGAN_SITE,ANATOMY,Structure of apex of heart (body structure),13383001,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
125,Heart,SYSTEM_ORGAN_SITE,ANATOMY,Entire heart (body structure),302509004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
126,Heart,SYSTEM_ORGAN_SITE,ANATOMY,Structure of crux of heart (body structure),277706005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
127,Regular rhythm,DX_NAME,MEDICAL_CONDITION,Normal sinus rhythm (finding),64730000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
128,Regular rhythm,DX_NAME,MEDICAL_CONDITION,Sinus rhythm (finding),251150006,10048815.0,Sinus rhythm,Heart rate and pulse investigations,Cardiac and vascular investigations (excl enzyme tests),Investigations,Inv
129,Regular rhythm,DX_NAME,MEDICAL_CONDITION,Finding of regularity of heart rhythm (finding),301114007,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
130,Regular rhythm,DX_NAME,MEDICAL_CONDITION,Finding of heart rhythm (finding),301112006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
131,Regular rhythm,DX_NAME,MEDICAL_CONDITION,Regularity of heart rhythm (observable entity),364074009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
132,Skin,SYSTEM_ORGAN_SITE,ANATOMY,Skin structure (body structure),39937001,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
133,Skin,SYSTEM_ORGAN_SITE,ANATOMY,Skin structure of extremity (body structure),116370005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
134,Skin,SYSTEM_ORGAN_SITE,ANATOMY,Skin structure of nose (body structure),113179006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
135,Skin,SYSTEM_ORGAN_SITE,ANATOMY,Skin structure of chest (body structure),74160004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
136,Skin,SYSTEM_ORGAN_SITE,ANATOMY,Skin structure tissue (body structure),314818000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
137,Skin,SYSTEM_ORGAN_SITE,ANATOMY,Skin structure (body structure),39937001,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
138,Skin,SYSTEM_ORGAN_SITE,ANATOMY,Skin structure of extremity (body structure),116370005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
139,Skin,SYSTEM_ORGAN_SITE,ANATOMY,Skin structure of nose (body structure),113179006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
140,Skin,SYSTEM_ORGAN_SITE,ANATOMY,Skin structure of chest (body structure),74160004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
141,Skin,SYSTEM_ORGAN_SITE,ANATOMY,Skin structure tissue (body structure),314818000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
142,Mild,QUALITY,MEDICAL_CONDITION,Mild (qualifier value),255604002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
143,Mild,QUALITY,MEDICAL_CONDITION,Symptom mild (finding),162468002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
144,Mild,QUALITY,MEDICAL_CONDITION,Mild pain (finding),40196000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
145,Mild,QUALITY,MEDICAL_CONDITION,Mild or unspecified (qualifier value),360110003,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
146,Mild,QUALITY,MEDICAL_CONDITION,Mild hypothermia (qualifier value),261941006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
147,erythematous eruption to hairline,DX_NAME,MEDICAL_CONDITION,Erythematous rash (finding),827160004,10015243.0,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
148,erythematous eruption to hairline,DX_NAME,MEDICAL_CONDITION,Erythematous rash (finding),827160004,10015241.0,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
149,erythematous eruption to hairline,DX_NAME,MEDICAL_CONDITION,Acute erythematous eruption of skin (finding),723166008,10015241.0,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
150,erythematous eruption to hairline,DX_NAME,MEDICAL_CONDITION,Eruption of skin (disorder),271807003,10040841.0,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
151,erythematous eruption to hairline,DX_NAME,MEDICAL_CONDITION,Bullous eruption (disorder),271759003,10006559.0,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
152,erythematous eruption to hairline,DX_NAME,MEDICAL_CONDITION,Bullous eruption (morphologic abnormality),1052347005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
153,hairline,SYSTEM_ORGAN_SITE,ANATOMY,Hair shaft structure (body structure),37111008,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
